#TYPE System.Management.Automation.AliasInfo
"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,,,,"Set-AzureRmRelayNamespace
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRelayNamespace","Cmdlet","AzureRM.Relay","0.3.3","Public","AzureRM.Relay","AzureRM.Relay","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmResource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmResource","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmResourceGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmResourceGroup","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmResourceLock
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmResourceLock","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmRoleDefinition
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRoleDefinition","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmRouteConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRouteConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmRouteFilter
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRouteFilter","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmRouteFilterRuleConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRouteFilterRuleConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmRouteTable
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmRouteTable","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSchedulerHttpJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSchedulerHttpJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSchedulerJobCollection
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSchedulerJobCollection","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSchedulerServiceBusQueueJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSchedulerServiceBusQueueJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSchedulerServiceBusTopicJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSchedulerServiceBusTopicJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSchedulerStorageQueueJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSchedulerStorageQueueJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusAuthorizationRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusAuthorizationRule","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusGeoDRConfigurationBreakPair
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusGeoDRConfigurationBreakPair","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusGeoDRConfigurationFailOver
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusGeoDRConfigurationFailOver","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusNamespace
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusNamespace","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusQueue
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusQueue","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusRule","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusSubscription
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusSubscription","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceBusTopic
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceBusTopic","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceFabricSetting
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceFabricSetting","Cmdlet","AzureRM.ServiceFabric","0.3.4","Public","AzureRM.ServiceFabric","AzureRM.ServiceFabric","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmServiceFabricUpgradeType
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmServiceFabricUpgradeType","Cmdlet","AzureRM.ServiceFabric","0.3.4","Public","AzureRM.ServiceFabric","AzureRM.ServiceFabric","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSiteRecoveryProtectionEntity
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSiteRecoveryProtectionEntity","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSiteRecoveryReplicationProtectedItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSiteRecoveryReplicationProtectedItem","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSiteRecoveryVaultSettings
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSiteRecoveryVaultSettings","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSiteRecoveryVM
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSiteRecoveryVM","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSnapshotDiskEncryptionKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSnapshotDiskEncryptionKey","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSnapshotImageReference
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSnapshotImageReference","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSnapshotKeyEncryptionKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSnapshotKeyEncryptionKey","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSnapshotUpdateDiskEncryptionKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSnapshotUpdateDiskEncryptionKey","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSnapshotUpdateKeyEncryptionKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSnapshotUpdateKeyEncryptionKey","Cmdlet","AzureRM.Compute","4.6.0","Public","AzureRM.Compute","AzureRM.Compute","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabase
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabase","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseAdvisorAutoExecuteStatus
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseAdvisorAutoExecuteStatus","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseAuditing
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseAuditing","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseAuditingPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseAuditingPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseBackupLongTermRetentionPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseBackupLongTermRetentionPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseDataMaskingPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseDataMaskingPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseDataMaskingRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseDataMaskingRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseFailoverGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseFailoverGroup","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseGeoBackupPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseGeoBackupPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseRecommendedActionState
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseRecommendedActionState","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseSecondary
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseSecondary","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseThreatDetectionPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseThreatDetectionPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlDatabaseTransparentDataEncryption
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlDatabaseTransparentDataEncryption","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlElasticPool
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlElasticPool","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlElasticPoolAdvisorAutoExecuteStatus
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlElasticPoolAdvisorAutoExecuteStatus","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlElasticPoolRecommendedActionState
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlElasticPoolRecommendedActionState","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServer
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServer","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerActiveDirectoryAdministrator
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerActiveDirectoryAdministrator","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerAdvisorAutoExecuteStatus
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerAdvisorAutoExecuteStatus","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerAuditing
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerAuditing","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerAuditingPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerAuditingPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerBackupLongTermRetentionVault
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerBackupLongTermRetentionVault","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerDisasterRecoveryConfiguration
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerDisasterRecoveryConfiguration","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerDnsAlias
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerDnsAlias","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerFirewallRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerFirewallRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerRecommendedActionState
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerRecommendedActionState","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerThreatDetectionPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerThreatDetectionPolicy","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerTransparentDataEncryptionProtector
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerTransparentDataEncryptionProtector","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmSqlServerVirtualNetworkRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmSqlServerVirtualNetworkRule","Cmdlet","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmStorageAccount
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmStorageAccount","Cmdlet","AzureRM.Storage","4.2.3","Public","AzureRM.Storage","AzureRM.Storage","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmTrafficManagerEndpoint
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmTrafficManagerEndpoint","Cmdlet","AzureRM.TrafficManager","4.0.3","Public","AzureRM.TrafficManager","AzureRM.TrafficManager","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmTrafficManagerProfile
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmTrafficManagerProfile","Cmdlet","AzureRM.TrafficManager","4.0.3","Public","AzureRM.TrafficManager","AzureRM.TrafficManager","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-AzureRmVirtualNetwork
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-AzureRmVirtualNetwork","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
